t;speaker;WOODRUFF;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;BROKAW;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;MARGOLIS;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;HUME;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate at the University of California in Los Angeles;;;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;SHAW;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;DUKAKIS;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;COMPTON;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;BUSH;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;MITCHELL;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;WARNER;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Vice Presidential Debate in Atlanta, Georgia;;;;,,,,,,,,,;;;;;;;;;;;
t;speaker;STOCKDALE;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;QUAYLE;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;BRUNO;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;GORE;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate in Hartford;;;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Senator Dole;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;The President;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;Mr. Lehrer;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Vice Presidential Debate in St. Petersburg, Florida;;;;,,,,,,,,,;;;;;;;;;;;
t;speaker;LEHRER;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;GORE;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;KEMP;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate in San Diego;;;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;The President;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Senator Dole;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;Mr. Lehrer;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Forum in Durham, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
r;speaker;SEN. ORRIN HATCH;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;UNIDENTIFIED;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;GARY BAUER;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;ALAN KEYES;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;SENATOR JOHN McCAIN;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;COKIE ROBERTS;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;STEVE FORBES;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Town Hall at Dartmouth College in Hanover, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Brown;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Shaw;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Kilgore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Unknown Male;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Town Hall at Dartmouth College in Hanover, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
"Gary Bauer (President, Family Research Council); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,";;;;;;;;;;;;;;;
r;speaker;Woodruff;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;QUESTION;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Forbes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Protester;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Hatch;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Bauer;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Griffith;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Manchester, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,";;;;;;;;;;;;;;;
r;speaker;Brown;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Forbes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Hatch;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Bauer;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Hume;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Phoenix, Arizona;;;;,,,,,,,,,;;;;;;;;;;;
r;speaker;KING;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;ANNOUNCER;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;WOODRUFF;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;BUSH;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCAIN;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;KEYES;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;CROWLEY;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;FORBES;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;HATCH;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;BAUER;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Des Monies, Iowa;;;;,,,,,,,,,;;;;;;;;;;;
Governor George W. Bush (TX); Gary Bauer; Senator Orrin Hatch (UT); Steve Forbes; Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,;;;;;;
r;speaker;BACHMAN;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;BUSH;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;MCCAIN;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;BAUER;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;FORBES;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;BROKAW;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;HATCH;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;KEYES;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Town Hall in Nashua, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Audience Member;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Koppel;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
"Democratic Presidential Candidates Debate on NBC News ""Meet the Press"";;;;,,,,,,,,,,";;;;;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;BRADLEY;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;GORE;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;RUSSERT;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Columbia, South Carolina;;;;,,,,,,,,,;;;;;;;;;;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,";;;;;;;;;;;;;;;
r;speaker;Stanton;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Brady;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Trotter;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Bauer;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Forbes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Hatch;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Williams;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Debate in Des Moines, Iowa;;;;,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Ryerson;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate at Calvin College in Grand Rapids, Michigan;;;;,,,,,,,,,;;;;;;;;;;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,";;;;;;;;;;;;;;;
r;speaker;Albin;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Geha;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Forbes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Hatch;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Bauer;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Russert;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Johnston, Iowa;;;;,,,,,,,,,;;;;;;;;;;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,";;;;;;;;;;;;;;;
r;speaker;Clark;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Unknown;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Ryerson;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Forbes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Hatch;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Bauer;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Glawe;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Black-Brown Forum in Des Moines, Iowa;;;;,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Smiley;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;O'Brien;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Debate in Manchester, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Woodruff;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Griffith;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Manchester, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,";;;;;;;;;;;;;;;
r;speaker;Brown;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Shaw;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Forbes;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Bauer;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Columbia, South Carolina;;;;,,,,,,,,,;;;;;;;;;;;
Governor George W. Bush (TX); Former Ambassador Alan Keyes; and Senator John McCain (AZ);;;;,,,,,,,,,,;;;;;;;;;
r;speaker;King;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Debate at the Apollo Theater in New York City;;;;,,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Shaw;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Rev. Al Sharpton;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Edwards;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Tumulty;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Greenfield;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Debate in Los Angeles, California;;;;,,,,,,,,,;;;;;;;;;;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore;;;;,,,,,,,,,,";;;;;;;;;;;;;;;
d;speaker;Bradley;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Mayor Richard Riordan, Los Angeles;;,,,,,,,,,;;;;;;;;;;;
d;speaker;Shaw;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;PANELISTS;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Q;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;Gore;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Brownstein;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Greenfield;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Republican Presidential Candidates Debate in Los Angeles, California;;;;,,,,,,,,,;;;;;;;;;;;
Governor George W. Bush (TX); Former Ambassador Alan Keyes; Senator John McCain (AZ);;;;,,,,,,,,,,;;;;;;;;;
r;speaker;Doyle McManus, Los Angeles Times;;,,,,,,,,,;;;;;;;;;;;
r;speaker;Greenfield;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Woodruff;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;Bush;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McCain;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;McManus;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;Keyes;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate in Boston;;;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;BUSH;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;GORE;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Vice-Presidential Debate at Centre College in Danville, Kentucky;;;;,,,,,,,,,;;;;;;;;;;;
t;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
r;speaker;CHENEY;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;LIEBERMAN;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate in Winston-Salem, North Carolina;;;;,,,,,,,,,;;;;;;;;;;;
t;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;BUSH;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;GORE;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate in St. Louis;;;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;MODERATOR;;,,,,,,,,,,;;;;;;;;;;;
w;speaker;BUSH;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;MEMBER OF AUDIENCE;;,,,,,,,,,,;;;;;;;;;;;
l;speaker;GORE;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Debate in Manchester, New Hampshire;;;;,,,,,,,,,;;;;;;;;;;;
d;speaker;SHARPTON;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;KERRY;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;CLARK;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;EDWARDS;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;JENNINGS;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;LIEBERMAN;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;DISTASO;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;DEAN;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;KUCINICH;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;GRIFFITH;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;HUME;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Democratic Presidential Candidates Debate in Greenville, South Carolina;;;;,,,,,,,,,;;;;;;;;;;;
d;speaker;SHARPTON;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;KERRY;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;CLARK;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;EDWARDS;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;LIEBERMAN;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;BROKAW;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;DEAN;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;KUCINICH;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
Presidential Debate in Coral Gables, Florida;;;;,,,,,,,,,;;;;;;;;;;;
w;speaker;President Bush;;,,,,,,,,,,;;;;;;;;;;;
d;speaker;Senator Kerry;;,,,,,,,,,,;;;;;;;;;;;
t;speaker;Mr. Lehrer;;,,,,,,,,,,;;;;;;;;;;;
XXXXXXXXXXX;;;;,,,,,,,,,,;;;;;;;;;;;
