XXXXXXXXXXX;;
Presidential Debate in Chicago;;
r;speaker;CROWLEY
r;speaker;FORBES
r;speaker;HATCH
r;speaker;BAUER
XXXXXXXXXXX;;
Republican Presidential Candidates Debate in Des Monies, Iowa;;
"Governor George W. Bush (TX); Gary Bauer; Senator Orrin Hatch (UT); Steve Forbes; Former Ambassador Alan Keyes; Senator John McCain (AZ)";;
r;speaker;BACHMAN
r;speaker;BUSH
r;speaker;MCCAIN
r;speaker;BAUER
r;speaker;FORBES
r;speaker;BROKAW
r;speaker;HATCH
r;speaker;KEYES
XXXXXXXXXXX;;
Democratic Presidential Candidates Town Hall in Nashua, New Hampshire;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;Bradley
d;speaker;MODERATOR
d;speaker;Audience Member
d;speaker;Q
d;speaker;Gore
d;speaker;Koppel
XXXXXXXXXXX;;
"Democratic Presidential Candidates Debate on NBC News ""Meet the Press""";;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;MODERATOR
d;speaker;BRADLEY
d;speaker;GORE
d;speaker;RUSSERT
XXXXXXXXXXX;;
Republican Presidential Candidates Debate in Columbia, South Carolina;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ)";;
r;speaker;Stanton
r;speaker;Brady
r;speaker;Trotter
r;speaker;Bush
r;speaker;McCain
r;speaker;Q
r;speaker;Bauer
r;speaker;Forbes
r;speaker;Hatch
r;speaker;Keyes
r;speaker;Williams
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate in Des Moines, Iowa;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;Bradley
d;speaker;MODERATOR
d;speaker;Ryerson
d;speaker;Q
d;speaker;Gore
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at Calvin College in Grand Rapids, Michigan;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ)";;
r;speaker;Albin
r;speaker;Geha
r;speaker;Bush
r;speaker;McCain
r;speaker;Keyes
r;speaker;Forbes
r;speaker;Hatch
r;speaker;Bauer
r;speaker;Russert
XXXXXXXXXXX;;
Republican Presidential Candidates Debate in Johnston, Iowa;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Senator Orrin Hatch (UT); Former Ambassador Alan Keyes; Senator John McCain (AZ)";;
r;speaker;Clark
r;speaker;Unknown
r;speaker;Bush
r;speaker;McCain
r;speaker;MODERATOR
r;speaker;Ryerson
r;speaker;Forbes
r;speaker;Keyes
r;speaker;Hatch
r;speaker;Bauer
r;speaker;Glawe
XXXXXXXXXXX;;
Democratic Presidential Candidates Black-Brown Forum in Des Moines, Iowa;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;Q
d;speaker;Smiley
d;speaker;Bradley
d;speaker;Gore
d;speaker;O'Brien
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate in Manchester, New Hampshire;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;Woodruff
d;speaker;Bradley
d;speaker;Gore
d;speaker;Griffith
XXXXXXXXXXX;;
Republican Presidential Candidates Debate in Manchester, New Hampshire;;
"Gary Bauer (President, Family Research Council); Governor George W. Bush (TX); Steve Forbes (Businessperson); Former Ambassador Alan Keyes; Senator John McCain (AZ)";;
r;speaker;Brown
r;speaker;Shaw
r;speaker;Bush
r;speaker;McCain
r;speaker;Keyes
r;speaker;Forbes
r;speaker;Bauer
XXXXXXXXXXX;;
Republican Presidential Candidates Debate in Columbia, South Carolina;;
"Governor George W. Bush (TX); Former Ambassador Alan Keyes; and Senator John McCain (AZ)";;
r;speaker;King
r;speaker;Bush
r;speaker;McCain
r;speaker;MODERATOR
r;speaker;Keyes
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at the Apollo Theater in New York City;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;Bradley
d;speaker;Shaw
d;speaker;Rev. Al Sharpton
d;speaker;Edwards
d;speaker;MODERATOR
d;speaker;Tumulty
d;speaker;Q
d;speaker;Gore
d;speaker;Greenfield
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate in Los Angeles, California;;
"Former Senator Bill Bradley (NJ), and; Vice President Al Gore";;
d;speaker;Bradley
d;speaker;Mayor Richard Riordan, Los Angeles
d;speaker;Shaw
d;speaker;PANELISTS
d;speaker;MODERATOR
d;speaker;Q
d;speaker;Gore
d;speaker;Brownstein
d;speaker;Greenfield
XXXXXXXXXXX;;
Republican Presidential Candidates Debate in Los Angeles, California;;
"Governor George W. Bush (TX); Former Ambassador Alan Keyes; Senator John McCain (AZ)";;
r;speaker;Doyle McManus, Los Angeles Times
r;speaker;Greenfield
r;speaker;Woodruff
r;speaker;Bush
r;speaker;McCain
r;speaker;McManus
r;speaker;Keyes
XXXXXXXXXXX;;
Presidential Debate in Boston;;
t;speaker;MODERATOR
r;speaker;BUSH
d;speaker;GORE
XXXXXXXXXXX;;
Vice-Presidential Debate at Centre College in Danville, Kentucky;;
t;speaker;MODERATOR
r;speaker;CHENEY
d;speaker;LIEBERMAN
XXXXXXXXXXX;;
Presidential Debate in Winston-Salem, North Carolina;;
t;speaker;MODERATOR
r;speaker;BUSH
d;speaker;GORE
XXXXXXXXXXX;;
Presidential Debate in St. Louis;;
t;speaker;MODERATOR
r;speaker;BUSH
t;speaker;MEMBER OF AUDIENCE
d;speaker;GORE
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate in Manchester, New Hampshire;;
d;speaker;SHARPTON
d;speaker;KERRY
d;speaker;CLARK
d;speaker;EDWARDS
d;speaker;JENNINGS
d;speaker;LIEBERMAN
d;speaker;DISTASO
d;speaker;DEAN
d;speaker;KUCINICH
d;speaker;GRIFFITH
d;speaker;HUME
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate in Greenville, South Carolina;;
d;speaker;SHARPTON
d;speaker;KERRY
d;speaker;CLARK
d;speaker;EDWARDS
d;speaker;LIEBERMAN
d;speaker;BROKAW
d;speaker;DEAN
d;speaker;KUCINICH
XXXXXXXXXXX;;
Presidential Debate in Coral Gables, Florida;;
r;speaker;President Bush
d;speaker;Senator Kerry
t;speaker;Mr. Lehrer
XXXXXXXXXXX;;
Vice-Presidential Debate at Case Western Reserve University in Cleveland;;
d;speaker;EDWARDS
t;speaker;None
t;speaker;IFILL
r;speaker;CHENEY
XXXXXXXXXXX;;
Presidential Debate in St. Louis, Missouri;;
t;speaker;Randee Jacobs
t;speaker;Elizabeth Long
t;speaker;Norma-Jean Laurent
t;speaker;Daniel Farley
t;speaker;Jane Barrow
t;speaker;Linda Grabel
t;speaker;Charles Gibson
t;speaker;John Horstman
t;speaker;Matthew O'Brien
t;speaker;James Varner
t;speaker;Jonathan Michaelson
t;speaker;Nikki Washington
r;speaker;President Bush
t;speaker;James Hubb
t;speaker;Sarah Degenhart
d;speaker;Senator Kerry
t;speaker;Cheryl Otis
t;speaker;Rob Fowler
t;speaker;Mr. Dahle
t;speaker;Ann Bronsing
t;speaker;Anthony Baldi
XXXXXXXXXXX;;
Presidential Debate in Tempe, Arizona;;
r;speaker;President Bush
t;speaker;Bob Schieffer
d;speaker;Senator Kerry
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at South Carolina State University in Orangeburg;;
Sen. Christopher J. Dodd, D-Conn. Sen. Hillary Rodham Clinton, D-N.Y. Former Sen. John Edwards, D-N.C. Gov. Bill Richardson, D-N.M. Sen. Joseph R. Biden Jr., D-Del. Rep. Dennis J. Kucinich, D-Ohio Former Sen. Mike Gravel, D-Alaska Sen. Barack Obama, D-Ill.;;
d;speaker;(Unknown)
d;speaker;Clinton
d;speaker;Dodd
d;speaker;Edwards
d;speaker;Stanton
d;speaker;Biden
d;speaker;Richardson
d;speaker;Kucinich
d;speaker;Gravel
d;speaker;Williams
d;speaker;Obama
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at the Ronald Reagan Library and Museum in Simi Valley, California;;
Sen. Sam Brownback, R-Kan. Former Gov. James Gilmore, R-Va. Former Mayor Rudolph Giuliani, R-N.Y.C. Former Gov. Mike Huckabee, R- Ark. Rep. Duncan Hunter, R-Calif. Sen. John McCain, R-Ariz. Rep. Ron Paul, R-Texas Former Gov. Mitt Romney, R- Mass Rep. Tom Tancredo, R-Col. Former Gov. Tommy Thompson, R-Wis.;;
r;speaker;Huckabee
r;speaker;(Unknown)
r;speaker;Brownback
r;speaker;VandeHei
r;speaker;Romney
r;speaker;Hunter
r;speaker;McCain
r;speaker;Moderator
r;speaker;Tancredo
r;speaker;Thompson
r;speaker;Gilmore
r;speaker;Giuliani
r;speaker;Paul
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at the University of South Carolina;;
"Senator Sam Brownback; former Virginia Governor James Gilmore; former New York Mayor Rudy Giuliani; Represenatative Duncan Hunter; former Arkansas Gov. Mike Huckabee; Senator John McCain (R-AZ); Representative Ron Paul; former Massachusetts Gov. Mitt Romney; Represenatative Tom Tancredo; and former Wisconsin Gov. Tommy Thompson. Moderated by Fox News Channel's Brit Hume and Chris Wallace.";;
r;speaker;MR. GOLER
r;speaker;REP. PAUL
r;speaker;SEN. MCCAIN
r;speaker;SEN. BROWNBACK
r;speaker;MR. GILMORE
r;speaker;MR. WALLACE
r;speaker;REP. TANCREDO
r;speaker;MR. GIULIANI
r;speaker;MR. THOMPSON
r;speaker;MR. HUME
r;speaker;MR. HUCKABEE
r;speaker;WENDELL GOLER (Fox News)
r;speaker;MR. 
r;speaker;REP. HUNTER
r;speaker;MR. ROMNEY
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at Saint Anselm College in Manchester, New Hampshire;;
d;speaker;MR. CAMANN
d;speaker;MR. SPRADLING
d;speaker;REP. KUCINICH
d;speaker;MR. EDWARDS
d;speaker;MS. MERRILL
d;speaker;SEN. BIDEN
d;speaker;SEN. EDWARDS
d;speaker;MR. FAHEY
d;speaker;SEN. 
d;speaker;MR. MASUR
d;speaker;MR. VAUGHN
d;speaker;SEN. DODD
d;speaker;BRIAN SEALANDER
d;speaker;SEN. CLINTON
d;speaker;SEN. OBAMA
d;speaker;IVY MERRILL
d;speaker;PAULIE KERN
d;speaker;SEVERAL CANDIDATES
d;speaker;MATTHEW MASUR
d;speaker;MS. VAUGHN
d;speaker;MR. BLITZER
d;speaker;MR. GRAVEL
d;speaker;GOV. RICHARDSON
d;speaker;MS. KILMINSTER
d;speaker;SEN. REP. MR. 
d;speaker;MR. 
d;speaker;MR. SEALANDER
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at Saint Anselm College in Manchester, New Hampshire;;
r;speaker;GOV. GILMORE
r;speaker;REP. TANCREDO
r;speaker;MS. GARGASZ
r;speaker;CAROLYN GARGASZ
r;speaker;SEN. MCCAIN
r;speaker;MR. FAHEY
r;speaker;unknown
r;speaker;SEN. REP. MR
r;speaker;GOV. HUCKABEE
r;speaker;DOUG HALL
r;speaker;GOV. ROMNEY
r;speaker;MR. HALL
r;speaker;MS. KIERNAN
r;speaker;SEN. BROWNBACK
r;speaker;MAYOR GIULIANI
r;speaker;GOV. THOMPSON
r;speaker;REP. PAUL
r;speaker;REP. HUNTER
r;speaker;MS. VAUGHN
r;speaker;MR. BLITZER
r;speaker;MR. SPRADLING
r;speaker;MR
XXXXXXXXXXX;;
"Democratic Candidates ""All-American Presidential Forum"" at Howard University in Washington, DC";;
"Senator Joseph Biden, Jr. (D-Del.) Senator Hillary Clinton (D-N.Y.) Senator Christopher Dodd (D-Conn.) Former Senator John Edwards (D-S.C.) Former Senator Mike Gravel (D-Ak) Representative Dennis Kucinich (D-Ohio) Senator Barack Obama (D-Ill.) Gov. Bill Richardson (D-N.M.).  Tavis Smiley, host of ""Tavis Smiley"" on PBS.";;
d;speaker;MR. SMILEY
d;speaker;MR. GRAVEL
d;speaker;MS. MARTIN
d;speaker;MS. SCOTT
d;speaker;Panelists
d;speaker;MR. WICKHAM
d;speaker;GOV. RICHARDSON
d;speaker;SEN. CLINTON
d;speaker;SEN. OBAMA
d;speaker;CRECILLA COHEN SCOTT (Bowie, MD)
d;speaker;MR. DODD
d;speaker;AUDIENCE MEMBERS
d;speaker;REP. KUCINICH
d;speaker;MR. EDWARDS
d;speaker;MR. NAVARRETTE
d;speaker;SEN. DODD
d;speaker;SEN. BIDEN
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at The Citadel in Charleston, South Carolina;;
d;speaker;Q
d;speaker;None
d;speaker;COOPER
d;speaker;DAVIS FLEETWOOD
d;speaker;DODD
d;speaker;EDWARDS
d;speaker;QUESTION
d;speaker;Moderator
d;speaker;BIDEN
d;speaker;REVEREND
d;speaker;RICHARDSON
d;speaker;CLINTON
d;speaker;KUCINICH
d;speaker;GRAVEL
d;speaker;OBAMA
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at Drake University in Des Monies, Iowa;;
r;speaker;PAUL
r;speaker;BROWNBACK
r;speaker;ANNOUNCER
r;speaker;unknown
r;speaker;ROMNEY
r;speaker;MCCAIN
r;speaker;HUCKABEE
r;speaker;TANCREDO
r;speaker;HUNTER
r;speaker;THOMPSON
r;speaker;STEPHANOPOULOS
r;speaker;GIULIANI
r;speaker;YEPSEN
XXXXXXXXXXX;;
AFL-CIO Democratic Presidential Candidates Forum at Soldier Field in Chicago, Illinois;;
"Sen. Joseph Biden, Jr. (DE); Sen. Hillary Clinton (NY); Sen. Christopher Dodd (CT); Fmr. Sen. John Edwards (NC); Rep. Dennis Kucinich (OH); Sen. Barack Obama (IL); Gov. Bill Richardson (NM)";;
d;speaker;SHIRLEY BROWN (CHICAGO HOSPITAL WORKER)
d;speaker;SEN. OBAMA
d;speaker;STEVE SKVARA (retired steel worker)
d;speaker;Number two
d;speaker;GOV. RICHARDSON
d;speaker;Number three
d;speaker;SEN. DODD
d;speaker;ROBERT FLYNN (Insulator)
d;speaker;MR. OLBERMANN
d;speaker;SEN. CLINTON
d;speaker;MODERATOR
d;speaker;JIM MCGOVERN (FORMER MAYTAG WORKER AND IRAQ WAR VETERAN)
d;speaker;MR. MULASANO
d;speaker;But understand this, Keith
d;speaker;REP. KUCINICH
d;speaker;MR. EDWARDS
d;speaker;JORGE MULASANO (hotel worker)
d;speaker;BARBARA JANUSIAK (intensive care nurse)
d;speaker;DEBORAH HAMNER (Sago miner widow)
d;speaker;SEN. BIDEN
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at Drake University in Des Moines, Iowa;;
"Sen. Barack Obama (IL); Sen. Hillary Clinton (NY); Fmr. Sen. John Edwards (NC); Gov. Bill Richardson (NM); Sen. Joseph Biden, Jr. (DE); Rep. Dennis Kucinich (OH); Sen. Christopher Dodd (CT); Fmr. Sen. Mike Gravel (AK)";;
d;speaker;CLINTON
d;speaker;KARL ROVE
d;speaker;DODD
d;speaker;EDWARDS
d;speaker;MODERATOR
d;speaker;BIDEN
d;speaker;RICHARDSON
d;speaker;STEPHANOPOULOS
d;speaker;GRAVEL
d;speaker;KUCINICH
d;speaker;YEPSEN
d;speaker;OBAMA
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at the University of New Hampshire in Durham;;
"Senator Sam Brownback (KS); Former Mayor Rudolph Giuliani (New York); Former Governor Mike Huckabee (AR); Representative Duncan Hunter (CA); Senator John McCain (AZ); Representative Ron Paul (TX); Former Governor Mitt Romney (MA); and Representative Tom Tancredo (CO).";;
r;speaker;MARK RISS
r;speaker;MR. HUME
r;speaker;SEN. MCCAIN
r;speaker;MR. HUCKABEE
r;speaker;SEN. BROWNBACK
r;speaker;MR. WALLACE
r;speaker;PANELISTS
r;speaker;REP. TANCREDO
r;speaker;MR. GIULIANI
r;speaker;MR. ROMNEY
r;speaker;MODERATOR
r;speaker;MR. CAMERON
r;speaker;MR. 
r;speaker;REP. PAUL
r;speaker;REP. HUNTER
r;speaker;MR. GOLER
r;speaker;HEIDI TURCOTTE (Dover, NH)
r;speaker;JOHN ROGERS
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at the University of Miami;;
d;speaker;SEN. OBAMA
d;speaker;None
d;speaker;MR. GRAVEL
d;speaker;SEN. DODD
d;speaker;MR. EDWARDS
d;speaker;SEN. CLINTON
d;speaker;MODERATOR
d;speaker;REP. KUCINICH
d;speaker;GOV. RICHARDSON
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at Dartmouth College in Hanover, New Hampshire;;
"Senator Joe Biden (DE); Senator Hillary Clinton (NY); Senator Christoper Dodd (CT); Former Senator John Edwards (NC); Former Senator Mike Gravel (AK); Representative Dennis Kucinich (OH); Senator Barack Obama (IL) and; Governor Bill Richardson (NM)";;
d;speaker;KING
d;speaker;(UNKNOWN)
d;speaker;GRAVEL
d;speaker;CLINTON
d;speaker;DODD
d;speaker;EDWARDS
d;speaker;MODERATOR
d;speaker;BIDEN
d;speaker;MR
d;speaker;RICHARDSON
d;speaker;KUCINICH
d;speaker;RUSSERT
d;speaker;OBAMA
XXXXXXXXXXX;;
"Republican Candidates ""All-American Presidential Forum"" at Morgan State University in Baltimore";;
"Senator Sam Brownback (KS); Former Governor Mike Huckabee (AR); Representative Duncan Hunter (CA); Former Ambassador Alan Keyes; Representative Ron Paul (TX); and Representative Tom Tancredo (CO).";;
r;speaker;MR. SMILEY
r;speaker;REP. PAUL
r;speaker;REP. HUNTER
r;speaker;SEN. BROWNBACK
r;speaker;PANELISTS
r;speaker;MR. SUAREZ
r;speaker;REP. TANCREDO
r;speaker;MS. TUCKER
r;speaker;MS. ROWELS
r;speaker;MODERATOR
r;speaker;AMB. KEYES
r;speaker;GOV. HUCKABEE
r;speaker;MR. WILLIAMS
r;speaker;CYNTHIA TUCKER
r;speaker;RAY SUAREZ
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at the University of Michigan in Dearborn;;
"Senator Sam Brownback (KS); Former Mayor Rudy Giuliani (New York City); Former Governor Mike Huckabee (AK); Representative Duncan Hunter (CA); Senator John McCain (AZ); Representative Ron Paul (TX); Former Governor Mitt Romney (MA); Representative Tom Tancredo (CO); and Former Senator Fred Thompson (TN)";;
r;speaker;MR. HARWOOD
r;speaker;MR. MATTHEWS
r;speaker;SEN. MCCAIN
r;speaker;MR. GIULIANI
r;speaker;SEN. BROWNBACK
r;speaker;REP. TANCREDO
r;speaker;MR
r;speaker;MS. BARTIROMO
r;speaker;MR. ROMNEY
r;speaker;REP. PAUL
r;speaker;MR. HUCKABEE
r;speaker;MR. 
r;speaker;REP. HUNTER
r;speaker;MR. SEIB
r;speaker;MR. THOMPSON
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at the Shingle Creek Resort in Orlando;;
"Former Mayor Rudy Giuliani (New York City); Former Governor Mike Huckabee (AK); Representative Duncan Hunter (CA); Senator John McCain (AZ); Representative Ron Paul (TX); Former Governor Mitt Romney (MA); Representative Tom Tancredo (CO); and Former Senator Fred Thompson (TN)";;
r;speaker;CRIST
r;speaker;GIULAINI
r;speaker;WALLACE
r;speaker;GREER
r;speaker;HUNTER
r;speaker;AUDIENCE
r;speaker;ROMNEY
r;speaker;MCCAIN
r;speaker;HUCKABEE
r;speaker;CAMERON
r;speaker;TANCREDO
r;speaker;OTHERS
r;speaker;THOMPSON
r;speaker;GIULIANI
r;speaker;PAUL
r;speaker;GOLER
r;speaker;HUME
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at Drexel University in Philadelphia, Pennsylvania;;
"Senator Joe Biden (DE); Senator Hillary Clinton (NY); Senator Christoper Dodd (CT); Former Senator John Edwards (NC); Representative Dennis Kucinich (OH); Senator Barack Obama (IL) and; Governor Bill Richardson (NM)";;
d;speaker;SEN. EDWARDS
d;speaker;GOV. RICHARDSON
d;speaker;SEN. DODD
d;speaker;MR. RUSSERT
d;speaker;SEN. CLINTON
d;speaker;SEN. OBAMA
d;speaker;MR. WILLIAMS
d;speaker;REP. KUCINICH
d;speaker;SEN. BIDEN
XXXXXXXXXXX;;
Democratic Presidential Candidates Debate at the University of Nevada in Las Vegas;;
"Senator Joe Biden (DE); Senator Hillary Clinton (NY); Senator Christoper Dodd (CT); Former Senator John Edwards (NC); Representative Dennis Kucinich (OH); Senator Barack Obama (IL) and; Governor Bill Richardson (NM)";;
d;speaker;LASHANNON SPENCER
d;speaker;MS. SPENCER
d;speaker;JUDY BAGLEY
d;speaker;MS. BROWN
d;speaker;SEN. BIDEN
d;speaker;SEN. EDWARDS
d;speaker;KHALIL KHAN
d;speaker;FRANK PERCONTE
d;speaker;MR. ROBERTS
d;speaker;SEN. DODD
d;speaker;SEN. CLINTON
d;speaker;SEN. OBAMA
d;speaker;CHRISTOPHER JACKSON
d;speaker;REP. KUCINICH
d;speaker;MR. BLITZER
d;speaker;MS. MALVEAUX
d;speaker;MS. BAGLEY
d;speaker;JEANNIE JACKSON
d;speaker;CATHERINE JACKSON
d;speaker;GOV. RICHARDSON
XXXXXXXXXXX;;
Republican Presidential Candidates Debate at the Progress Energy Center for the Arts in St. Petersburg, Florida;;
"Former Mayor Rudy Giuliani (New York City); Former Governor Mike Huckabee (AK); Representative Duncan Hunter (CA); Senator John McCain (AZ); Representative Ron Paul (TX); Former Governor Mitt Romney (MA); Representative Tom Tancredo (CO); and Former Senator Fred Thompson (TN)";;
r;speaker;
r;speaker;Nick Anderson as Dick Cheney cartoon character
r;speaker;Sparky
r;speaker;Questioner
r;speaker;Cooper
r;speaker;John King
r;speaker;Borger
r;speaker;Announcer
r;speaker;Hunter
r;speaker;Leroy Brooks
r;speaker;Sam Garcia
r;speaker;Eric Bentson
r;speaker;Sen. Hillary Clinton
r;speaker;Joseph
r;speaker;Gloria Borger
r;speaker;Dick Armey
r;speaker;Schmoopsy
r;speaker;Thompson
r;speaker;Jay Fox
r;speaker;Charlie Crist
r;speaker;Governor Norquist
r;speaker;Mark Strauss
r;speaker;Florida Republican Party Chairman Jim Greer
r;speaker;"Actor as ""The Ghost of Richard Nixon"""
r;speaker;Anderson Cooper
r;speaker;Gen. Chuck Yeager (USAF, Ret.)
r;speaker;Jack Brooks
r;speaker;Journey
r;speaker;Giuliani
r;speaker;Tyler Overman
r;speaker;Michael Weitz
r;speaker;Chris Nandor (singing)
r;speaker;Ashley
r;speaker;Andrew Jones
r;speaker;Adam Florzak
r;speaker;Kerr
r;speaker;Yasmin
r;speaker;McCain
r;speaker;Cooper (voice over)
r;speaker;Campbell
r;speaker;Audience
r;speaker;Andrew Fink
r;speaker;David Cercone
r;speaker;Ernie Nardi
r;speaker;OTHERS
r;speaker;Brigadier Gen. Keith Kerr (Ret.)
r;speaker;YouTube question
